PURCHASE_DATE,PURCHASE_HOUR,REGION_ID,TYPE_ID,APP_ID,PREMIUM_APP,BASIC_APP,CANCELED_PURCHASES,REVENUE
5/22/2019,35,31,33,1001,28,31,67,3188589.12
4/12/2019,58,55,87,1002,32,21,92,1161212.1
6/2/2019,50,99,42,1003,99,67,58,5321883.77
8/23/2019,69,5,15,1004,22,34,81,8993050
12/12/2019,96,65,87,1005,61,63,50,8911416
3/15/2019,54,1,68,1006,88,14,10,7918753.04
12/22/2019,73,38,22,1007,2,78,1,6029155.98
10/3/2019,72,97,28,1008,17,92,30,4349267.23
4/7/2019,61,58,8,1009,21,23,62,4920961.73
12/25/2019,10,86,49,1010,43,1,20,3132460.83
5/4/2019,78,42,75,1011,57,39,72,6834776.54
12/23/2019,35,89,92,1012,40,74,26,2606384.76
12/28/2019,49,71,10,1013,27,50,66,8668011
1/23/2020,68,94,13,1014,57,31,24,8278032
3/5/2020,89,4,18,1015,26,47,89,1059100.55
1/2/2020,81,41,40,1016,17,32,53,6576457.1
6/1/2019,9,19,51,1017,22,100,87,6189210.81
10/12/2019,98,23,76,1018,6,100,24,7256404.14
10/19/2019,26,54,1,1019,36,32,10,4069071.75
9/7/2019,23,27,58,1020,35,8,72,3631395
5/28/2019,78,54,39,1021,69,20,16,5319522
1/11/2020,80,5,39,1022,100,16,88,1361910
7/17/2019,73,36,61,1023,34,15,31,5410154
12/23/2019,90,83,5,1024,37,100,69,1276678.38
1/9/2020,43,40,74,1025,28,20,16,6420959
9/4/2019,83,22,17,1026,80,58,46,9140452
6/18/2019,1,8,58,1027,1,20,87,6759414
11/26/2019,48,100,84,1028,47,68,49,860690.02
5/30/2019,2,31,92,1029,84,51,11,3170798.24
8/4/2019,3,28,67,1030,57,18,47,4857201.56
5/20/2019,9,45,31,1031,84,11,63,2687215.43
6/20/2019,65,1,60,1032,90,13,50,4805077
2/3/2020,40,83,34,1033,56,34,71,1933543.72
5/4/2019,34,18,54,1034,98,65,67,3688190.84
